,album titles,artists,cleaned_sentences
33,TELEKID; on marble,레인보우 99(Rainbow 99) & NWIT,레인보우 음향 자체 레인보우 시작 여정 장의 정규 장의 장의 라이브 발표 평균 느윗 협업 마찬가지 등장 콜라보레이션 탄생 발표 성실 성과 집중 년대 한국 대중 음악사 독보 과장 다작 수작 연결 동두천 디스코 라피 대표 등장 여행 영감 통해 발표 싱글 정규 반복 콘셉트 피로 현재 시점 신작 소식 과거 대감 느윗 작업 존재 확인 동시 호흡 시공간 초월 여행 상상 주제 음향 자체 설명 작가 의도 전달 경음악 타이틀곡 이자 선두 트랙 나선 상상력 전달 단박 캐치 긴장감 트랙 설득 변화 발전 설명 선정 선정
34,Lilac Hill,김수경,김수경 컨템포러리 사운드 김수경 재즈 피아니스트 김수경 연주 노력 활동 진정 피아노 시작 미국 캘리포니아 공부 활동 자연 클래식 시작 재즈 피아니스트 교회 연주 병행 서부 동부 뉴욕 뉴욕주립대 빙햄턴 클래식 피아노 공부 연주 뉴욕 대학교 석사과정 전공 케빈 헤이즈 앨런 로드 벤트 드류 그레스 아릭 호닉 재즈 결실 발표 한다인 상적 선율 바탕 색소폰 퀸텟 컨템포러리 사운드 멤버 구성 알토 색소폰 뉴욕 재즈 활동 에단 헬름 뉴욕 공부 베이스 이탈리아 출신 몽크 컨피티션 주목 루카 알레 드럼 지난해 베이시스트 장승 호의 리더 연주 김종국 전곡 김수경 감성 공감 빈틈 밀도 연주 베이스 인상 도입 라일락 향기 고여 바람 훨훨 모습 김수경 피아노 대신 펜더 로데 연주 캘리포니아 여름날 그리기 펜더 로데 자연 코리아 리턴 포에버 대목 정도 퍼커션 여러 고민 추가 정규 어도 편성 정도 연주 방법 한국 클럽 공연 본격 출사표 활동 미국 한국 코로나 하루 음악가 빈자리 선정 선정
35,Petals For Armor,Hayley Williams(헤일리 윌리엄스),헤일리 윌리엄스 밴드 파라모어 리드 헤일리 윌리엄스 솔로 얼터너티브 신스 극적 장르 반전 통해 이례 성공 신화 밴드 파라모어 리드 헤일리 윌리엄스 솔로 스테파니 밴드 프론트 우먼 출신 성공 솔로 커리어 어간 사례 감안 솔로 데뷔 자체 도전 헤일리 윌리엄스 파라모어 시절 대중 양식 배제 창작 해답 지난 밴드 리드 꽃길 우울증 이혼 아픔 여성 대변 전반 정서 지배 감정 가사 통해 성찰 내면 악기 장르 차용 실험 시도 통해 면모 상징 가사 포문 주제 관통 오프닝 시종일관 불안감 조성하 그루브 단호 냉소 통해 분노 토리 에이 모스 바로크 고딕 스타일 얼터너티브 댄스 트랙 그로테스크 감성 다크 예측 변주 전개 간다 파라모어 최근 분위기 공유 선사 월드 비트 빈티 디스코 알앤비 펑크 요소 배치 헤일리 윌리엄스 매력 평단 호평 달리 대중 반응 한편 밴드 파라모어 행보 관할 불안감 전하 기도 환골탈태 솔로 데뷔 통해 피오 애플 샤론 이튼 세인트 빈센트 이어진 진취 예술 여성 아티스트 계보 이름 선정 선정
36,RTJ4,Run The Jewels(런 더 주얼스),주얼 오늘날 컨셔스 폴리 티컬 최전선 최근 미국 경찰 조지 플로이드 사망 사건 인종차별 논란 블랙 커뮤니티 중심 촉발 흑인 생명 운동 전세계 확대 아티스트 비판 발표 동참 분위기 발표 쥬얼 시기 작업 대부분 사건 사회 정치 관련 이슈 의성 획득 쥬얼스 미국사 회의 두운 단면 시사 역할 다예 소리 기존 장르 문법 와중 엘피 프로덕션 감탄 쾌감 문제 핵심 관통 급진 메시지 킬러 마이크 선사 플로이드 사건 직접 언급 사회 경종 린다 매일 저녁 뉴스 무료 공포 경찰 졸라 무감각 목소리 비명 속삭임 해갈 구석 비극 트윗 킬러 마이크 백인 사회 지속 흑인 억압 차별 이용 교도소 시스템 공격 트럼프 정부 비판 오늘날 컨셔스 폴리 티컬 최전선 경험 최고 선택 선정 선정
37,how i'm feeling now,Charli XCX(찰리 엑스씨엑스),찰리 엑스 엑스 환상 일렉트로닉 클래식 등장 단언 년대 일렉트로닉 장의 음반 스크릴렉스 데이빗 게타 제이 엑스 엑스 디스 클로저 길이 길이 명반 자신감 발언 준수 사운드 찰리 엑스 엑스 버블 베이스 작년 렝스 해당 스타일 도전 예상 치가 정도 찰리 주도 에이지 비제 버튼 사격 나선 일렉트로닉 사운드 단연 인상 결과 더욱 정제 모습 체감 소리 빈틈 변주 향연 감각 듣기 시작 사운드 중독 성은 단연 압도 환상 일렉트로닉 주저 독보 선정 선정
38,daydream,ABTB,트렌드 탐사 집착 스타일 접목 여기저기 기웃 거리 밴드 증명서 힙스터 곁눈질 세상 콘셉트 테제 상치 밴드 년대 프로그레시브 밴드 사용 콘셉트 사회 분열 예술 자아 사이 갈등 예술가 모티프 페이지 단편 소설 만화 두툼 부클릿 수록 모습 파랑 핑크 노랑 단일 색깔 요구 주위 압박 예술가 도피 보랏빛 점액 지점 변신 쇄신 혁신 이데올로기 허상 예술가 주체 선택 요구 자체 거부 것임 밴드 트랙 의도 결과 대곡 년대 스타일 차용 헤비메탈 결합 인정 투쟁 트랙 유닛 흐름 장치 기능 입자 배치 레코딩 요소 밴드 인터뷰 통해 핑크 플로이드 러시 멤버 청소년기 거장 사라 곳곳 레퍼런스 레퍼런스란 상흔 확신 자만 훈장 레퍼런스들 뿌리 살짝 과장 보태 선정 선정
39,오늘밤 당산나무 아래서,추다혜차지스,혜차 지스 전례 파격 오늘밤 당산 나무 전례 파격 올해 최고 민요 결합 밴드 활동 통해 전세계 주목 추다혜 위시 윈디시티 소울 소스 선택 소울 소스 출신 시문 윈디시티 써드 체어 출신 김재호 출신 김다빈 혜차 지스 오늘밤 당산 나무 무가 무속 의식 무당 구연 사설 블랙뮤직 혼합 탄생 무가 훵크 중심 레게 힙합 혼합 콧소리 요성 주로 사용 도민 창법 기반 추다혜 시종일관 감고 감정 쥐락펴락한다 콧소리 소리 상승 하강 반복 소리 주술 자체 리츄얼 댄스 백미 추다혜 시문 공동 프로덕션 블랙뮤직 과거 현재 블랙뮤직 얼터너티브 역사 가사 기존 무가 성과 창작 특기 만하 추다혜 자미 무가 경우 가사 재배 구성 거나 무가 특징 현장 부분 가사 아예 전체 가사 쓰기 오늘밤 당산 나무 전혀 예상 감히 상상 실험 그루브 행운 선정 선정
40,내면의 영화,서보경,보경 데뷔 경의 내면 영화 아티스트 스피커 통해 사전 정보 검색 전혀 아티스트 재즈 재미 색소포니스트 경의 데뷔 내면 영화 확인 정도 곡명 자연 서울 생활과학 고등학교 학교 실용음악 전공 일찍 시작 색소포니스트 고등학교 처음 전공 스티 원더 공연 테너 색소폰 솔로 인생 색소폰 개최 경향 실용음악 콩쿨 테너 색소폰 호원대 총장 특별상 대학 진학 자극 방법 고민 결과물 데뷔 내면 영화 나무 데칼코마니 부제 무늬 종이 회화 기법 악보 발상 하니 즉흥 인상 부모 어른 가족 세대 간의 코로나 가족 화목 지기 다툼 뉴스 시대 갈등 코로나 시대 온기 거리 이한얼 피아노 연주 연주 경의 색소폰 인생 고민 세월 전혀 표현 방식 타이틀 조민기 베이스 연주 다다 흐름 김종현 브러시 드럼 마지막 마지막 행복 관해 얘기 파울로 코엘료 소설 연금술사 일부분 자전 타이틀 한국 아티스트 감정 동료 거짓 연주 경의 내면 영화 최근 한국 아티스트 데뷔 선정 선정
41,Good nights and Sad times,Faver(페이버),페이 명의 신인 페이 지난 통해 인상 신고식 싱어송라이터 페이버 개월 두번째 알앤비 힙합 장르 지향 전작 사뭇 감성 일렉트로닉 포크 스타일 매력 트로피 감성 포크 어쿠스틱 알앤비 발라드 트립 스타일 몽환 실험 전개 템포 로맨틱 일렉트로닉 알앤비 트랙 시종일관 정서 유지 흥미진진 흐름 어간 다형 소리 구성 소개 알앤비 장르 창작 곡마 음색 숨결 불어 통해 싱어송라이터 한층 면모 내비 전작 수민 독창 성과 가능성 백예린 몽환 매력 인상 수민 백예린 등장 전환 한국 알앤비 명의 신인 존재 수작 선정 선정
42,통감,정수민(Sumin Jung),정수민 사회 현상 시대 정신 통감 발표 베이시스트 정수민 뉘앙스 금기 음악가 사회 시선 적극 발표 스페이스 공감 한국 재즈 얼굴 선정 대중 현재 리더 오키 새턴 발라드 활약 여러 인터뷰 활동 사회 현상 시대 정신 보통 경우 무게 마련 시정 시종일관 컨셉 파악 정수민 정규 통감 마음 남아 슬픔 세대 광화문 촛불 세대 동지 가가 결의 목소리 사랑 사랑 변치 감성 절절 정수민 베이스 무게 표현 피아노 정해진 선율 동지 피아노 솔로 베이스 솔로 연주 피아노 베이스 멀리 연주 시위 현장 동지 연주 정수민 해석 다집 수록 강남 연주 오키 테너 색소폰 수영 피아노 오키 새턴 발라드 연주 강남 신기루 지역 공간 테헤란로 자동차 물결 파도 속초 바닷가 연주 전체 정수민 선지 피아노 듀오 드럼 내면 오키 연주 크레딧 조언 충고 기도 선정 선정
43,갈 곳을 잃어도 어디든 흘러갈 수 있게,최예근,최예근 매력 존재 어필 인상 데뷔 팝스타 시즌 천재 보드 소녀 이름 올해 유희열 스케치북 불후 명곡 전설 경연 연달 주목 싱어송라이터 최예근 정규 데뷔 이기 준비 결과물 짐작 신인 싱어송라이터 장르 소화 면모 선배 박선주 계보 만능 아티스트 자질 레트로 알앤비 발라드 자각몽 최신 랜드 스타일 하수 아비 더블 타이틀곡 세운 스타일 소화 자신감 충만 박선주 파워 인상 재즈 보컬리스트 가창력 불안감 교차 마음 표현 자각몽 영화 도가니 영감 얘기 남탓 사회 현실 풍자 정체 고민 자아 성찰 인간관계 사회 이슈 주제 구성 창작 알앤비 재즈 트렌드 모던 장르 스타일 음역 소화 가창력 유기 스토리텔링 구현 감각 표현 차세대 싱어송라이터 매력 존재 어필 인상 데뷔 선정 선정
44,Rough and Rowdy Ways,Bob Dylan(밥 딜런),딜런 년대 딜런 발표 최고 결론 시작 년대 딜런 발표 최고 세기 딜런 최고 먼저 상징 일대기 딜런 여정 서사시 그리니치빌리지 일대 공연장 무명 가수 포크 혁명가 포크 배신 유다 년대 거짓말 부활 가수 노벨상 수상 서술 딜런 이름 소진 에너지 생으로 발표 거인 자축 스탠더드 전설 프랭크 나트 항해 여유 인기 명성 예전 초월 신작 확인 딜런 메시지 측면 개별 수록 정도 특별대우 트랙 눈길 간다 비틀스 이글스 우드스탁 물병자리 세대 앨터몬트 프리 콘서트 딜런 년대 영광 케네디 대통령 암살 서사 반죽 의식 흐름 논리 딜런 모든 연결 연금술 분량 지루함 거리 딜런 마지막 트랙 가치 선정 선정
45,DETOX,BILL STAX(빌스택스),빌스 택스 스택스 퍼포먼스 올해 한국 대중음악 통틀어 제작 바스코 빌스 택스 관통 주제가 대마초 이기 대마초 몇몇 합법 강성 마약 구분 미국 달리 강성 마약 동일시 한국 이기 주제가 미국 힙합 주제 한국 힙합 감히 예상 주제 몹시 듣기 품일 수도 금기 도전 흥미진진 품일 수도 대마초 흡연 불구속 입건 스택스 논란 여느 연예인 정면 택했다 법적 윤리 논쟁 대마초 아예 통해 직접 나선 대마초 대표 품종 티바 인디카 전면 사이드 과감 시도 스택스 시종일관 본인 가치관 성격 음악세계 영향 대마초 찬미 이면 의료 호용 대마초 합법 열망 실제 여러 관련 단체 대마초 합법 운동 중이 자극 엔터테인먼트 행보 일환 완성 도도 한국 힙합 초창 등장 스택스 퍼포먼스 근래 더욱 발전 여러 신예 프로듀서 대동 프로덕션 주제가 무드 연출 한국 대마초 합법 범죄 화가 더욱 높이 평가 한국 대중 음악사 최초 대마초 주제 삼은 역사 기록 선정 선정
46,The Colours,핑크노이즈(Pinknoize),핑크 노이즈 기분 리듬 음향 핑크 노이즈 핑크 노이즈 활동 로맨틱 카우치 데뷔 시기 이름 벌써 중견 뮤지션 활약 공원 소녀 써니힐 브라운아이드걸스 세월 적지 아이돌 담당 국내 하우스 저변 시절 댄스 전자음악 탐구 장기 현역 활동 중인 활동 여러 가지 이유 고개 범위 일렉트로닉 핑크 노이즈 라운지 기분 리듬 음향 분출 사용 시퀀서 범위 기존 덕분 곡마 소리 자랑 부분 연륜 뮤지션 능력 완성 대중 이목 환경 가치 사운드 선정 선정
47,Future Voice,히스(Hiss) & Madox,히스 비트박스 일렉트로닉 사운드 소리 탐구 장르 현대 대중음악 집중 구역 기존 뮤지션 음향 자체 감각 아시아 비트박스 챔피언 히스 독일 비트박스 챔피언 매독스 탄생 존재 음향 안내 남성 목소리 일률 소스 사용 비트박스 일렉트로닉 사운드 처음 히스 작년 정규 모든 해결 욕심 트랙 진행 공간 공함 전자음악 가치 단점 비트박서 자질 연주 컴퓨터 전자음악 비교 손색 소리 전달 장르 문법 소리 비트박스 대중 접근 시도 인상 트랙 만들기 노력 전달 킬링 트랙 비트박스 전자음악 선정 선정
48,Future Teenage Cave Artists,Deerhoof(디어후프),디어후프 고대 모든 샌프란시스코 결성 밴드 디어후프 그간 디어후프 노이즈 포스트 펑크 재즈 사이키델릭 아트 독보 사운드 스케 이프 노이즈 선율 디어후프 장기 디어후프 견인 원동력 제목 디어후프 통산 명의 멤버 교체 차례 휴지 기도 실험 커리어 유지 존경 세기 디스코 준작 디어후프 고대 모든 밴드 텍스처 포괄 즉흥 연주 미학 더욱 대표 트랙 여백 공간 활용 연주 만하 유의 미하 정성 중시 트랙 종합 선물 세트 기타리스트 리치 에드 로드리게즈 보컬리스트 베이시스트 사토미 마츠 자키 드러머 그레그 소니 지속 라인업 사운드 갈피 잡지 비틀 거리 이내 질서 연주 디어후프 주의 피치 포크 해외 유력 매체 디어후프 최고 밴드 거론 미디어 이프 주목 디어후프 가치 밴드 선정 선정
49,Fetch The Bolt Cutters,Fiona Apple(피오나 애플),피오 애플 찬사 스튜디오 해외 대중음악 웹진 라면 반응 힙스터 뮤직 전당 피치 포크 만점 선사 가디언 뉴욕 타임스 매체 만점 부여 찬사 수확 피오 애플 스튜디오 결코 애플 디스코 전체 최고 이견 슬랜트 코멘트 순수 차원 세공 실험 이자 애플 방향 재능 확장 모음 글쎄 방향 확장 논의 여지 실험 궁극 상치 피아노 선율 광기 혼돈 재즈 판단 분위기 전반 바짝 노랫말 개인 제일 마음 일부 압박 테이블 경험 기존 기호 체계 부수 정도 분절 리듬 피오 애플 이제야 피오 애플 베스트 조립 선정 선정
